LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
7000370,Armstrong High School,6123: Senior,4210: Grade school,rosewl,07/02/2007 02:54:23 PM,"(37.5521212199999, -77.40405653)",complete
7000032,WXGI 950 AM,4231: Radio and television broadcasting,"6510: Radio, TV, or wireless transmitter",rosewl,07/02/2007 02:45:05 PM,"(37.51434496, -77.5075776599999)",complete
7000556,Fine Arts Building,6130: Colleges and Universities,4220: College or university facility,rosewl,07/02/2007 02:31:06 PM,"(37.55100839, -77.4505266599999)",needs research
7000825,Monroe Park Campus Bookstore,2000: General sales or services,5200: Automobile parking facilities,rosewl,07/02/2007 02:30:06 PM,"(37.55073208, -77.4509709799999)",complete
7000120,Belle Isle Environmental Education Center,5500: Natural and other recreational parks,6910: Kiosks,rosewl,07/02/2007 02:26:05 PM,"(37.5298699, -77.4512466799999)",complete
7000549,The Church of the Sacred Heart,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,07/02/2007 02:11:47 PM,"(37.5225430599999, -77.4485786799999)",complete
7000883,VCU Child Development Center,6562: Child day care,4210: Grade school,rosewl,06/15/2007 02:32:41 PM,"(37.547389, -77.45630217)",complete
7000102,Alice Fitz Playground,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,07/02/2007 02:03:35 PM,"(37.52311748, -77.4478390799999)",complete
7000656,American Red Cross,6564: Emergency and relief services,2000: Commercial buildings and other specialized structures,rosewl,07/02/2007 01:52:53 PM,"(37.5397533399999, -77.44086946)",needs research
7000800,BB&T Bank Building,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:52:11 PM,"(37.53822366, -77.43661599)",complete
7000801,Virginia Mutual Building,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:52:05 PM,"(37.53834418, -77.43682343)",complete
7000811,8th and Main Building,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:52:00 PM,"(37.5387769399999, -77.4375636599999)",complete
7000275,Capitol Police Headquarters,6420: Police,2100: Office or bank building,rosewl,07/02/2007 01:51:24 PM,"(37.54023979, -77.4345837399999)",complete
7000268,Old City Hall,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:50:57 PM,"(37.53973933, -77.4328361599999)",complete
7000748,Governor's Mansion Carriage House,1000: Residence or accommodation functions,1000: Residential buildings,rosewl,07/02/2007 01:50:12 PM,"(37.5380019799999, -77.43255523)",needs research
7000747,Governor's Mansion Cottage,1000: Residence or accommodation functions,1000: Residential buildings,rosewl,07/02/2007 01:50:04 PM,"(37.5381860199999, -77.4324425399999)",needs research
7000240,Governor's Mansion,1000: Residence or accommodation functions,1000: Residential buildings,rosewl,07/02/2007 01:50:00 PM,"(37.5384371099999, -77.43217619)",complete
7000236,Old Finance Building,6200: Public administration,2100: Office or bank building,rosewl,07/02/2007 01:49:11 PM,"(37.53807415, -77.4330548899999)",complete
7000808,Bank Of America Building,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:47:28 PM,"(37.53658497, -77.43444015)",complete
7000721,One James Center,2000: General sales or services,2100: Office or bank building,rosewl,07/02/2007 01:46:31 PM,"(37.5366092599999, -77.43726488)",complete
7000725,Omni Hotel,"1300: Hotels, motels, or other accommodation services","1330: Hotels, motels, and tourist courts",rosewl,07/02/2007 01:44:40 PM,"(37.53575363, -77.43525696)",complete
7000724,Three James Center,2000: General sales or services,2000: Commercial buildings and other specialized structures,rosewl,07/02/2007 01:44:23 PM,"(37.5356578299999, -77.43587954)",complete
7000785,James Center Parking Garage,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,07/02/2007 01:44:19 PM,"(37.53595919, -77.43638971)",complete
7000723,Two James Center,2000: General sales or services,2000: Commercial buildings and other specialized structures,rosewl,07/02/2007 01:44:07 PM,"(37.5360976999999, -77.4357312599999)",complete
7000189,Oak Grove Bellemeade Elementary School,6121: Elementary,4210: Grade school,rosewl,07/02/2007 01:02:33 PM,"(37.49629387, -77.4435813)",complete
7000909,Stonewall Jackson Professional Center,2000: General sales or services,4210: Grade school,rosewl,07/02/2007 12:50:23 PM,"(37.54748603, -77.46048376)",complete
7000349,Binford Middle School,6122: Middle,4210: Grade school,rosewl,07/02/2007 12:45:27 PM,"(37.5490594199999, -77.46224069)",complete
7000015,Oak Grove Elementary School,6121: Elementary,4210: Grade school,rosewl,07/02/2007 12:23:55 PM,"(37.50594763, -77.44201422)",needs research
7000739,Boys and Girls Club - Southwood Unit,6561: Child and youth services,3800: Other community structures,rosewl,07/02/2007 12:18:57 PM,"(37.49385077, -77.4827031199999)",complete
7000014,NBC 12,4231: Radio and television broadcasting,6500: Communication towers,rosewl,07/02/2007 11:10:03 AM,"(37.50601401, -77.5029061399999)",complete
7000016,Miles Jerome Jones Elementary School,6121: Elementary,4210: Grade school,rosewl,07/02/2007 10:16:58 AM,"(37.5061205, -77.5129919299999)",complete
7000074,Westover Hills Branch Library,4242: Libraries and archives,4300: Library building,rosewl,07/02/2007 09:55:32 AM,"(37.522019, -77.48852693)",complete
7000226,Hull Street Branch Library,4242: Libraries and archives,4300: Library building,rosewl,07/02/2007 09:44:38 AM,"(37.51964927, -77.4457201)",complete
7000932,Westminster Canterbury Richmond - Courtyard Apartments,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:32:26 PM,"(37.5982725499999, -77.45957011)",complete
7000928,Westminster Canterbury Richmond - The Gables Memory Support,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:32:14 PM,"(37.59915629, -77.4604486)",complete
7000931,Westminster Canterbury Richmond - Center For Creative Living,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:31:55 PM,"(37.59795752, -77.46068787)",complete
7000930,Westminster Canterbury Richmond - Avalon Assisted Living,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:31:39 PM,"(37.59836202, -77.4607936099999)",complete
7000929,Westminster Canterbury Richmond - Child Development Center,6561: Child and youth services,,rosewl,06/29/2007 04:31:22 PM,"(37.59878587, -77.4608619699999)",complete
7000927,Westminster Canterbury Richmond - Performing Arts Center,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:30:37 PM,"(37.5974198899999, -77.4611159199999)",complete
7000926,Westminster Canterbury Richmond - Pavilion Assisted Living,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:30:26 PM,"(37.5978163899999, -77.4614320799999)",complete
7000924,Westminster Canterbury Richmond - Parsons Health Center,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:30:07 PM,"(37.5981340399999, -77.46173697)",complete
7000923,Westminster Canterbury Richmond - The Tower Apartments,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:29:52 PM,"(37.59741168, -77.4624273499999)",complete
7000922,Westminster Canterbury Richmond - Aquatic and Fitness Center,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:29:36 PM,"(37.59782083, -77.463065)",complete
7000925,Westminster Canterbury Richmond - The Garden Apartments,1200: Housing services for the elderly,1300: Other specialized residential structures,rosewl,06/29/2007 04:29:14 PM,"(37.59776643, -77.4635976999999)",complete
7000921,Mount Olivet Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/29/2007 04:02:54 PM,"(37.53991159, -77.4106014999999)",complete
7000278,East End Branch Library,4242: Libraries and archives,4300: Library building,rosewl,06/29/2007 03:57:17 PM,"(37.53970368, -77.41146591)",complete
7000491,West End Branch Library,4242: Libraries and archives,4300: Library building,rosewl,06/29/2007 03:47:54 PM,"(37.57757874, -77.5112645399999)",complete
7000381,Belmont Branch Library,4242: Libraries and archives,4300: Library building,rosewl,06/29/2007 03:44:54 PM,"(37.55425607, -77.4796007599999)",complete
7000407,Confederate Memorial Chapel,5200: Museums and other special purpose recreational institutions,,rosewl,06/29/2007 12:10:49 PM,"(37.5558558099999, -77.47621707)",needs research
7000761,Museum of the Confederacy,5200: Museums and other special purpose recreational institutions,"4400: Museum, exhibition, or similar facility",rosewl,06/29/2007 12:10:25 PM,"(37.5404958399999, -77.4295191899999)",complete
7000655,Richmond Ballet,"5110: Theater, dance, or music establishment",3110: Performance theater,rosewl,06/29/2007 12:08:43 PM,"(37.5386541199999, -77.4418059399999)",complete
7000807,The Berkley Hotel,"1300: Hotels, motels, or other accommodation services","1330: Hotels, motels, and tourist courts",rosewl,06/29/2007 12:07:19 PM,"(37.5358961499999, -77.4344070899999)",complete
7000254,Imperial Plaza II,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,06/29/2007 12:06:56 PM,"(37.58821941, -77.46766737)",complete
7000851,Franklin Terrace,6130: Colleges and Universities,1200: Multifamily structures,rosewl,06/29/2007 12:05:33 PM,"(37.5487641599999, -77.45133149)",complete
7000920,First African Baptist Church,6130: Colleges and Universities,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/29/2007 11:30:30 AM,"(37.53851738, -77.42946113)",complete
7000180,Virginia Housing Development Authority,6200: Public administration,2100: Office or bank building,rosewl,06/28/2007 08:30:47 PM,"(37.5379024499999, -77.44853876)",complete
7000245,Amelia Street School,6125: Alternate education services,4210: Grade school,rosewl,06/28/2007 08:16:38 PM,"(37.53901288, -77.4709307699999)",complete
7000917,The Virginia Home,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,06/28/2007 08:05:14 PM,"(37.5406868399999, -77.47174225)",complete
7000270,Pine Street Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/28/2007 07:35:15 PM,"(37.54030832, -77.4506115599999)",complete
7000173,Mount Calvary Cemetery,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",rosewl,06/28/2007 06:21:33 PM,"(37.5364648999999, -77.4634678)",complete
7000224,Forest Hill Park Pond,5500: Natural and other recreational parks,,rosewl,06/28/2007 05:34:27 PM,"(37.5195775099999, -77.4720452699999)",needs research
7000073,James River Park - Main Section,5500: Natural and other recreational parks,"4400: Museum, exhibition, or similar facility",rosewl,06/28/2007 05:23:32 PM,"(37.52560564, -77.4772054299999)",incomplete
7000464,Children's Hospital,6561: Child and youth services,4110: Hospital building,rosewl,06/28/2007 11:32:54 AM,"(37.57086436, -77.4504236899999)",complete
7000830,VCU Police Security Office,6420: Police,2000: Commercial buildings and other specialized structures,rosewl,06/21/2007 08:33:06 AM,"(37.55090269, -77.45271241)",complete
7000831,VCU Police Administration Office,6130: Colleges and Universities,2000: Commercial buildings and other specialized structures,rosewl,06/21/2007 08:31:52 AM,"(37.5509659499999, -77.4528144599999)",complete
7000908,Catholic Diocese of Richmond Chancery Offices,6600: Religious institutions,1000: Residential buildings,rosewl,06/20/2007 08:21:27 AM,"(37.5470260499999, -77.45225055)",complete
7000907,Museum of Virginia Catholic History,5210: Museum,1000: Residential buildings,rosewl,06/20/2007 08:21:25 AM,"(37.54703168, -77.45214285)",complete
7000906,Office of Catholic Schools,6600: Religious institutions,1000: Residential buildings,rosewl,06/20/2007 08:21:23 AM,"(37.5470234599999, -77.45174024)",complete
7000905,Campus and Young Adult Ministry,6600: Religious institutions,1000: Residential buildings,rosewl,06/20/2007 08:21:20 AM,"(37.54693583, -77.45173855)",complete
7000910,Visual Arts Center of Richmond,6145: Fine and performing arts education,2000: Commercial buildings and other specialized structures,rosewl,06/20/2007 08:16:04 AM,"(37.54865797, -77.46387667)",complete
7000314,Central Station Post Office,4170: Postal services,2000: Commercial buildings and other specialized structures,rosewl,06/15/2007 07:20:29 PM,"(37.5439529599999, -77.44054644)",complete
7000861,Grace and Holy Trinity Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/15/2007 07:04:42 PM,"(37.5468478399999, -77.4517232599999)",complete
7000904,Harry and Charles Thalhimer Tennis Center,"5300: Amusement, sports, or recreation establishment",6982: Tennis courts,rosewl,06/15/2007 04:46:59 PM,"(37.54478601, -77.4535704999999)",needs research
7000903,Cary Street Outdoor Basketball Courts,"5300: Amusement, sports, or recreation establishment",6981: Basketball courts,rosewl,06/15/2007 04:45:33 PM,"(37.54420994, -77.4531875899999)",complete
7000547,Cary Street Gymnasium,6130: Colleges and Universities,3200: Indoor games facility,rosewl,06/15/2007 04:36:38 PM,"(37.54432699, -77.45365669)",complete
7000899,West Main Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/15/2007 04:35:07 PM,"(37.5455924099999, -77.45218805)",complete
7000898,VCU Community Police Office,6130: Colleges and Universities,,rosewl,06/15/2007 04:28:52 PM,"(37.5450895399999, -77.45295912)",needs research
7000897,T Edward Temple Building,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 04:24:01 PM,"(37.54550349, -77.4534397299999)",complete
7000352,Oliver Hall / Physical Sciences,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 04:22:38 PM,"(37.5456415199999, -77.45451171)",complete
7000896,Oliver Hall / Education,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 04:21:27 PM,"(37.5451808899999, -77.4550972199999)",complete
7000552,Eugene and Lois Trani Center for Life Sciences,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 04:19:19 PM,"(37.54472612, -77.4546617299999)",complete
7000902,Cary Street Field Support Facility,6130: Colleges and Universities,,rosewl,06/15/2007 03:58:43 PM,"(37.5438081599999, -77.4559354799999)",needs research
7000895,West Cary Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/15/2007 03:51:20 PM,"(37.5443358799999, -77.45654364)",complete
7000901,6-8 N Harrison St,6130: Colleges and Universities,,rosewl,06/15/2007 03:47:46 PM,"(37.5462766799999, -77.4554253299999)",complete
7000892,1315 Floyd Ave,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 03:33:35 PM,"(37.5473585399999, -77.4573398699999)",complete
7000890,VCU Dance Center,6130: Colleges and Universities,4210: Grade school,rosewl,06/15/2007 03:27:14 PM,"(37.54711161, -77.4568921799999)",complete
7000893,1314 W Main St,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 03:25:22 PM,"(37.54650925, -77.4576694299999)",complete
7000894,1312 W Main St,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 03:22:06 PM,"(37.54644296, -77.4576011599999)",complete
7000889,Oliver Hall / North,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 02:53:58 PM,"(37.54603248, -77.45480431)",complete
7000553,School of Business Building,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 02:52:12 PM,"(37.5467824999999, -77.4547449399999)",complete
7000663,University Student Commons,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 02:50:25 PM,"(37.54655752, -77.45343071)",complete
7000828,817 W Broad St,6130: Colleges and Universities,2000: Commercial buildings and other specialized structures,rosewl,06/15/2007 02:42:57 PM,"(37.5500586599999, -77.44971784)",complete
7000827,807-809 W Broad St,6130: Colleges and Universities,2000: Commercial buildings and other specialized structures,rosewl,06/15/2007 02:41:33 PM,"(37.54993556, -77.4495091)",complete
7000884,VCU Meeting Center,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 02:31:21 PM,"(37.5474194299999, -77.45513166)",complete
7000885,Education Annex,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 02:30:27 PM,"(37.5477358699999, -77.45506718)",complete
7000886,VCU Music Center,6130: Colleges and Universities,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/15/2007 02:28:58 PM,"(37.5482890899999, -77.4548233799999)",complete
7000887,Moseley Building,6130: Colleges and Universities,,rosewl,06/15/2007 02:28:03 PM,"(37.548278, -77.45418256)",complete
7000882,102-106 N Linden St,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 02:01:08 PM,"(37.54775274, -77.4541624799999)",complete
7000551,James Branch Cabell Library,4242: Libraries and archives,4300: Library building,rosewl,06/15/2007 01:57:03 PM,"(37.5478945999999, -77.45343972)",complete
7000237,7th and Marshall Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/15/2007 01:56:23 PM,"(37.5422732199999, -77.4347269)",complete
7000462,North Avenue Branch Library,4242: Libraries and archives,4300: Library building,rosewl,06/15/2007 01:53:04 PM,"(37.570166, -77.43268337)",complete
7000290,Tompkins-McCaw Library,4242: Libraries and archives,4300: Library building,rosewl,06/15/2007 01:53:04 PM,"(37.54131839, -77.4290881)",complete
7000295,The Library of Virginia,4242: Libraries and archives,4300: Library building,rosewl,06/15/2007 01:53:04 PM,"(37.5412990499999, -77.4341326899999)",complete
7000536,Ginter Park Branch Library,4242: Libraries and archives,4300: Library building,rosewl,06/15/2007 01:53:04 PM,"(37.5969891399999, -77.45410139)",complete
7000643,School of Engineering,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 01:48:44 PM,"(37.54560043, -77.4500246)",complete
7000644,Gladding Residence Center,1320: Rooming and boarding,1320: Dormitories,rosewl,06/15/2007 01:47:32 PM,"(37.54546494, -77.45097678)",complete
7000645,Shafer Court Dining Center,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 01:29:14 PM,"(37.54792769, -77.45227131)",complete
7000881,Shafer Street Playhouse,"5110: Theater, dance, or music establishment",3110: Performance theater,rosewl,06/15/2007 01:25:24 PM,"(37.54858749, -77.45259663)",complete
7000879,Founders Hall,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 01:18:24 PM,"(37.54889302, -77.4522541799999)",complete
7000880,Ritter-Hickok House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 01:17:33 PM,"(37.54864923, -77.4519488899999)",complete
7000872,WE Singleton Center for the Performing Arts,5100: Performing arts or supporting establishment,3110: Performance theater,rosewl,06/15/2007 12:54:58 PM,"(37.54881831, -77.4544906499999)",complete
7000554,Hibbs Hall,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 12:51:58 PM,"(37.54839383, -77.4534130899999)",complete
7000871,Pollak Building,6130: Colleges and Universities,4220: College or university facility,rosewl,06/15/2007 12:47:05 PM,"(37.5494206899999, -77.4543796899999)",complete
7000876,Ginter House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:46:22 PM,"(37.5490967699999, -77.4526591099999)",complete
7000873,Scott House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:45:58 PM,"(37.5494558299999, -77.45321588)",complete
7000874,Anderson House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:45:25 PM,"(37.54962356, -77.45348608)",complete
7000875,Stark House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:44:48 PM,"(37.54971741, -77.45355213)",complete
7000870,Bowe House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:44:04 PM,"(37.5497702199999, -77.4536665899999)",complete
7000868,Kearney House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:42:52 PM,"(37.54987442, -77.45385086)",complete
7000867,Scherer Hall,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:41:58 PM,"(37.54994373, -77.4539514899999)",complete
7000866,Raleigh Building,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:41:16 PM,"(37.55007938, -77.45421536)",complete
7000864,Harvest Renewal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/15/2007 12:27:09 PM,"(37.54909948, -77.45180032)",complete
7000849,Bird House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:25:02 PM,"(37.5489909699999, -77.4516270099999)",complete
7000850,Harrison House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:22:44 PM,"(37.54889193, -77.45146497)",complete
7000852,Hunton House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:14:52 PM,"(37.54868288, -77.45113018)",complete
7000853,Thurston House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:13:53 PM,"(37.54861863, -77.4510167699999)",complete
7000854,White House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:12:25 PM,"(37.5485285899999, -77.45086394)",complete
7000855,Williams House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:10:54 PM,"(37.5484268599999, -77.4506504299999)",complete
7000857,Lindsey House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 12:03:07 PM,"(37.5473319299999, -77.4488890899999)",complete
7000858,Human Resource Building,6130: Colleges and Universities,2100: Office or bank building,rosewl,06/15/2007 12:01:35 PM,"(37.54748646, -77.44867471)",complete
7000862,Johnson Hall,1320: Rooming and boarding,1320: Dormitories,rosewl,06/15/2007 11:42:45 AM,"(37.54809765, -77.4510044999999)",complete
7000856,Rhoads Hall,1320: Rooming and boarding,1320: Dormitories,rosewl,06/15/2007 11:05:02 AM,"(37.54805729, -77.45000523)",complete
7000859,Brandt Hall,1320: Rooming and boarding,1320: Dormitories,rosewl,06/15/2007 11:03:37 AM,"(37.54828838, -77.4502824399999)",needs research
7000847,Lafayette Hall,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:54:32 AM,"(37.5498884399999, -77.4517274899999)",complete
7000846,310 N Shafer St,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:53:03 AM,"(37.5496834699999, -77.45192627)",complete
7000844,Stagg House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:46:41 AM,"(37.54969562, -77.4528632899999)",complete
7000843,McAdams House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:46:02 AM,"(37.54975744, -77.4529213699999)",complete
7000842,Millhiser House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:45:11 AM,"(37.5498223499999, -77.4530147499999)",complete
7000841,Stokes House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:44:18 AM,"(37.54986943, -77.4531526199999)",complete
7000840,Valentine House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:43:09 AM,"(37.54992407, -77.4532419199999)",complete
7000839,Buford House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:41:41 AM,"(37.5499785499999, -77.45332227)",complete
7000838,VCU Alumni House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/15/2007 10:40:49 AM,"(37.55001552, -77.45340376)",complete
7000836,Meredith House and Carriage House,6130: Colleges and Universities,1000: Residential buildings,rosewl,06/14/2007 03:44:59 PM,"(37.5506656499999, -77.45436963)",complete
7000373,Marine Raiders Museum,5210: Museum,1000: Residential buildings,rosewl,06/14/2007 03:37:13 PM,"(37.5532639099999, -77.45642263)",complete
7000835,Lombardy Building,6130: Colleges and Universities,2000: Commercial buildings and other specialized structures,rosewl,06/14/2007 03:34:32 PM,"(37.5538145, -77.45658036)",complete
7000834,Capital Garage Apartments,1320: Rooming and boarding,1320: Dormitories,rosewl,06/14/2007 03:26:45 PM,"(37.55266094, -77.45417697)",complete
7000833,Bowe Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/14/2007 03:22:28 PM,"(37.5542270999999, -77.45456251)",complete
7000555,Siegel Center,,3300: Sports stadium or arena,rosewl,06/14/2007 03:13:19 PM,"(37.5526823399999, -77.4531530499999)",complete
7000829,Grace Street Theater,5100: Performing arts or supporting establishment,3100: Theater,rosewl,06/14/2007 03:00:32 PM,"(37.5508054299999, -77.4525413599999)",complete
7000824,Facilities and Financial Service Building,6130: Colleges and Universities,2100: Office or bank building,rosewl,06/14/2007 02:50:58 PM,"(37.54872318, -77.4490400899999)",complete
7000819,Ramz Hall,2000: General sales or services,2300: Office or store building with residence on top,rosewl,06/14/2007 02:49:48 PM,"(37.5504243299999, -77.45033539)",complete
7000823,Technology Administration Building,6130: Colleges and Universities,2100: Office or bank building,rosewl,06/14/2007 02:48:09 PM,"(37.5492574399999, -77.4484805099999)",complete
7000822,Broad and Belvidere Garage,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/14/2007 02:26:03 PM,"(37.55002343, -77.4477674999999)",complete
7000662,Broad and Belvidere Apartments,1320: Rooming and boarding,5200: Automobile parking facilities,rosewl,06/14/2007 02:23:09 PM,"(37.54923463, -77.4475150199999)",complete
7000821,Ackell Residence Center,1320: Rooming and boarding,1320: Dormitories,rosewl,06/14/2007 02:19:24 PM,"(37.5516724399999, -77.4515904799999)",complete
7000816,Imperial Plaza III,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,06/14/2007 01:44:50 PM,"(37.58822012, -77.46646893)",complete
7000815,Imperial Plaza IV,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,06/14/2007 01:43:25 PM,"(37.5890731699999, -77.4670809499999)",complete
7000817,Imperial Plaza I,1200: Housing services for the elderly,1200: Multifamily structures,rosewl,06/14/2007 01:42:18 PM,"(37.5879738, -77.46572242)",complete
7000685,William Byrd Apartments,1200: Housing services for the elderly,"1330: Hotels, motels, and tourist courts",rosewl,06/14/2007 12:45:22 PM,"(37.5599308199999, -77.4665596499999)",complete
7000813,James Madison Building,6200: Public administration,2100: Office or bank building,rosewl,06/14/2007 11:17:15 AM,"(37.5371695999999, -77.4318097099999)",complete
7000809,One Capitol Square,,2100: Office or bank building,rosewl,06/14/2007 10:25:43 AM,"(37.5384375699999, -77.43639165)",complete
7000125,James Monroe Building,6200: Public administration,2100: Office or bank building,rosewl,06/14/2007 10:15:50 AM,"(37.53673081, -77.4300872299999)",complete
7000559,Saint James's Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/13/2007 03:30:21 PM,"(37.5514679599999, -77.45650369)",needs research
7000267,Saint Paul's Episcopal Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/13/2007 03:30:18 PM,"(37.5400112299999, -77.4351134399999)",complete
7000217,United States Courthouse Annex,6220: Judicial functions,2100: Office or bank building,rosewl,06/13/2007 02:39:15 PM,"(37.5373825799999, -77.43394553)",complete
7000202,14th and Main Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,rosewl,06/13/2007 02:37:22 PM,"(37.53556961, -77.4309921199999)",incomplete
7000322,Willow Oaks Club House,"5370: Fitness, recreational sports, gym, or athletic club",3800: Other community structures,rosewl,06/13/2007 01:48:51 PM,"(37.53737795, -77.5082264699999)",complete
7000805,Wilton House Museum,5210: Museum,1000: Residential buildings,rosewl,06/13/2007 12:53:10 PM,"(37.5625623, -77.51973295)",complete
7000692,Canal Walk Plaza,5500: Natural and other recreational parks,,rosewl,06/13/2007 12:26:11 PM,"(37.53307695, -77.4333057599999)",complete
7000802,Joel House,6600: Religious institutions,1000: Residential buildings,rosewl,06/13/2007 12:05:53 PM,"(37.55113646, -77.45591518)",complete
7000803,Gumenick Chapel and Religious School,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/13/2007 12:05:14 PM,"(37.5510175599999, -77.4557342699999)",complete
7000560,Beth Ahabah Synagogue,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,06/13/2007 12:03:02 PM,"(37.55089249, -77.45550819)",complete
7000804,Beth Ahabah Office,6600: Religious institutions,1000: Residential buildings,rosewl,06/13/2007 12:01:19 PM,"(37.5507385599999, -77.45531506)",complete
7000561,Beth Ahabah Museum and Archives,5210: Museum,1000: Residential buildings,rosewl,06/13/2007 12:00:19 PM,"(37.55068764, -77.45523441)",complete
