LandmarkID,Name,Functn,Structure,EditBy,EditDate,Location 1,EditState
3211204,Rockfalls,1000: Residence or accommodation functions,1100: Single-family buildings,rosewl,06/16/2017 10:51:26 AM,"(37.5506040699999, -77.5249802299999)",incomplete
3211203,Higgins Doctors' Office Building,2000: General sales or services,2000: Commercial buildings and other specialized structures,rosewl,06/16/2017 10:46:17 AM,"(37.5584501499999, -77.4873378199999)",incomplete
3209602,T Tyler Potterfield Pedestrian Bridge,"4136: Special purpose transit transportation (including scenic, sightseeing, etc)","5110: Pedestrian trail, sidewalks, etc",waldrosr,05/26/2017 01:54:24 PM,"(37.53250072, -77.4449977799999)",complete
7014092,Community Building - Southside Regional Park,6300: Other government functions,2520: Community center (general merchandise with two or more anchors),waldrosr,01/12/2016 04:25:09 PM,"(37.49962956, -77.5121680099999)",needs research
7014092,Celebration Church and Outreach Ministry,6600: Religious institutions,2240: Department store building,rosewl,11/30/2015 10:28:21 AM,"(37.5042338299999, -77.4988175)",complete
7000112,Libby Hill Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,11/12/2015 11:14:30 AM,"(37.52726839, -77.4181518999999)",complete
7000317,Randolph Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,09/11/2014 10:55:40 AM,"(37.54391153, -77.46045497)",complete
7000605,East District Family Resource Center,6500: Health and human services,4000: Institutional or community facilities,rosewl,09/11/2014 10:50:14 AM,"(37.5348447399999, -77.4166654999999)",complete
7014091,Animal Care and Control,2720: Animal and pet services,4000: Institutional or community facilities,rosewl,01/24/2014 02:05:57 PM,"(37.55778737, -77.4430037399999)",complete
7000305,Public Safety Building,6200: Public administration,2100: Office or bank building,rosewl,01/24/2014 01:21:18 PM,"(37.54243669, -77.4321649799999)",complete
7001406,Southside Community Services Center,6500: Health and human services,2100: Office or bank building,rosewl,01/24/2014 01:07:29 PM,"(37.50153074, -77.47558075)",complete
7000737,Swansboro Pool,"5300: Amusement, sports, or recreation establishment",6983: Pools and supporting maintenance or bathroom facilities,rosewl,01/24/2014 12:57:22 PM,"(37.5104125499999, -77.4662448899999)",complete
7000759,VCU Medical Center - Gateway Building,6530: Hospital,4110: Hospital building,rosewl,10/29/2013 08:22:54 AM,"(37.54027311, -77.43048176)",complete
7000269,Clark Springs Elementary School (Closed),6121: Elementary,4210: Grade school,waldrosr,07/11/2013 12:08:28 PM,"(37.5395558, -77.4574228999999)",complete
7001495,Cannon Chapel,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",waldrosr,01/11/2013 10:49:38 AM,"(37.57450868, -77.5389983299999)",complete
7013692,North Court,1000: Residence or accommodation functions,1320: Dormitories,waldrosr,01/11/2013 10:36:54 AM,"(37.57559872, -77.5431376899999)",incomplete
7013691,Armitage Manufacturing Company,3000: Manufacturing and wholesale trade,2612: Mill-type factory structures,waldrosr,01/11/2013 10:26:12 AM,"(37.52512318, -77.41521858)",incomplete
7013291,Richmond Fire Station 17,6410: Fire and rescue,4510: Fire and rescue station,waldrosr,11/07/2012 01:00:45 PM,"(37.5213305199999, -77.45672862)",complete
7012894,Boulevard Bridge Plaza,4100: Transportation services,5000: Transportation-related facilities,waldrosr,05/25/2012 04:11:57 PM,"(37.53586492, -77.48187837)",complete
7012893,Powhite South Plaza,4100: Transportation services,5000: Transportation-related facilities,waldrosr,05/25/2012 04:04:34 PM,"(37.5307012, -77.5195333799999)",complete
7012892,Powhite North Plaza,4100: Transportation services,5000: Transportation-related facilities,waldrosr,05/25/2012 04:02:26 PM,"(37.5313206599999, -77.51373542)",complete
7012891,Downtown Expressway Plaza,4100: Transportation services,5000: Transportation-related facilities,waldrosr,05/25/2012 03:59:49 PM,"(37.54504816, -77.4618365599999)",complete
7012491,Walker's Creek Rentention Basin Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,05/01/2012 12:57:57 PM,"(37.5257272099999, -77.43017107)",complete
7012091,Kent Road Village Apartments,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,03/23/2012 12:45:04 PM,"(37.56630762, -77.48412799)",complete
7011691,Tempsford Condos,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,03/23/2012 10:54:46 AM,"(37.56648405, -77.5198884299999)",needs research
7000869,Crenshaw House,6130: Colleges and Universities,1000: Residential buildings,waldrosr,03/23/2012 10:30:16 AM,"(37.54982796, -77.45375104)",complete
7011291,Heritage Oaks Retirement Community,1210: Retirement housing services,1300: Other specialized residential structures,waldrosr,01/27/2012 08:17:24 AM,"(37.5176199, -77.51620809)",incomplete
7011292,Chesterfield Square Apartments,2322: Rental housing-related,1200: Multifamily structures,waldrosr,01/27/2012 08:13:58 AM,"(37.51420559, -77.5233057199999)",complete
7010891,The Westhampton Green,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,03/31/2011 03:02:42 PM,"(37.5767549799999, -77.5157127699999)",complete
7000603,Mosby Court South Public Housing Development,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,09/17/2010 09:32:42 AM,"(37.5421868399999, -77.4173746099999)",complete
7010092,Mosby Court Public Housing Development,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,09/17/2010 09:31:45 AM,"(37.5477804699999, -77.41939444)",complete
7010091,Whitcomb Court Public Housing Development,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,09/17/2010 09:30:50 AM,"(37.5552150199999, -77.4160363499999)",complete
7010491,Creighton Court Public Housing Development,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,09/17/2010 09:22:17 AM,"(37.54427324, -77.3980569499999)",incomplete
7009693,Preschool Learning Center at Blackwell Elementary School,6121: Elementary,4210: Grade school,waldrosr,09/01/2010 02:23:42 PM,"(37.51663115, -77.4435564199999)",complete
7009691,Preschool Learning Center at MLK Middle School,6125: Alternate education services,4210: Grade school,waldrosr,09/01/2010 02:20:56 PM,"(37.54181792, -77.4196134599999)",complete
7000177,Preschool Learning Center at Maymont,6125: Alternate education services,4210: Grade school,waldrosr,09/01/2010 02:19:09 PM,"(37.5384218399999, -77.4683126999999)",complete
7009681,Pony Pasture Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.55316236, -77.52092862)",complete
7009682,Powhite Ledges Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.54154358, -77.50067072)",complete
7009683,Choo-Choo Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.5363578199999, -77.49164373)",complete
7009684,Mitchell's Gut Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.52969945, -77.4796749)",complete
7009685,Variation Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.5272364499999, -77.4595347599999)",complete
7009686,First Break Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.52734541, -77.4579229699999)",complete
7009687,Hollywood Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.5300323399999, -77.4554637699999)",complete
7009688,Cemetery Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.53251697, -77.45450166)",complete
7009689,Southside Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.5284920599999, -77.44016439)",complete
7009690,Pipeline Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,06/25/2010 02:02:03 PM,"(37.5326914899999, -77.4392778499999)",complete
7009662,Mile 9,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.44433987, -77.4357949999999)",needs research
7009663,Mile 9,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.44393859, -77.43569463)",needs research
7009664,Mile 8,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.44151722, -77.4182924899999)",needs research
7009665,Mile 8,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.44111402, -77.41817158)",needs research
7009666,Mile 7,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.44809618, -77.4012455099999)",needs research
7009667,Mile 7,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.4484924699999, -77.40149121)",needs research
7009668,Mile 6,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.4561646599999, -77.38720365)",needs research
7009669,Mile 6,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:24 PM,"(37.4565108299999, -77.38752141)",needs research
7009670,Mayo Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5293439699999, -77.43322917)",needs research
7009671,Cedar Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5331741299999, -77.49072786)",complete
7009672,Gwens Rock Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5264056199999, -77.47591585)",complete
7001470,Vauxhall Island,,,georgeae,09/06/2007 08:31:29 AM,"(37.5311361999999, -77.4346302)",needs research
7009673,Foleys Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.52621246, -77.46929256)",complete
7009674,Bohannon Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5253971599999, -77.46919721)",complete
7009675,Paw Paw Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5253219599999, -77.46640729)",complete
7009676,Goat Islands,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.52484118, -77.4638147099999)",complete
7009677,Creek Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5309448, -77.43659345)",complete
7009678,Shad Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.52898933, -77.4393787399999)",complete
7009679,Devils Kitchen,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.52952058, -77.4378273399999)",complete
7009680,Arvis Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,06/25/2010 02:00:24 PM,"(37.5250397499999, -77.47151257)",needs research
7009635,Mile 80,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.59541008, -77.46690529)",needs research
7009636,Mile 80,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5953331199999, -77.46652088)",needs research
7009637,Mile 196,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5328180899999, -77.35635249)",needs research
7009638,Mile 196,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.53230606, -77.3563496499999)",needs research
7009639,Mile 195,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.53033921, -77.3739763899999)",needs research
7009640,Mile 195,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.52992966, -77.37409064)",needs research
7009641,Mile 194,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.53959218, -77.38707492)",needs research
7009642,Mile 194,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5392589699999, -77.3873265999999)",needs research
7009643,Mile 193,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5500645999999, -77.3992322099999)",needs research
7009644,Mile 193,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.55026483, -77.3988029399999)",needs research
7009645,Mile 192,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5581782499999, -77.41371327)",needs research
7009646,Mile 191,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.55063896, -77.42899699)",needs research
7009647,Mile 18,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5229758099999, -77.5286898399999)",needs research
7009648,Mile 18,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.5226738, -77.52821292)",needs research
7009649,Mile 17,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.50878954, -77.52782396)",needs research
7009650,Mile 17,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.50853644, -77.5272712499999)",needs research
7009651,Mile 16,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.4945108499999, -77.5217725899999)",needs research
7009652,Mile 15,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.48123068, -77.5166415199999)",needs research
7009653,Mile 15,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.4813036199999, -77.5161466299999)",needs research
7009654,Mile 14,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.4685014599999, -77.50882)",needs research
7009655,Mile 14,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.46872518, -77.5085112999999)",needs research
7009656,Mile 13,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.45882394, -77.49631539)",needs research
7009657,Mile 13,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.4589748599999, -77.49589301)",needs research
7009658,Mile 12,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.44976658, -77.4833916999999)",needs research
7009659,Mile 11,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.44012919, -77.4708876499999)",needs research
7009660,Mile 10,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.4413812199999, -77.45353581)",needs research
7009661,Mile 10,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:23 PM,"(37.44192764, -77.4528786999999)",needs research
7009628,Mile 68,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.4432860699999, -77.42561295)",needs research
7009629,Mile 68,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.44309931, -77.4252277399999)",needs research
7009630,Mile 67,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.43043652, -77.4312737799999)",needs research
7009631,Mile 67,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.4305736399999, -77.4306864299999)",needs research
7009632,Mile 82,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.61695701, -77.44430185)",needs research
7009633,Mile 82,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.61688652, -77.44373557)",needs research
7009634,Mile 81,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.60552262, -77.4554373499999)",needs research
7009611,Mile 78,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.5720849699999, -77.4556289199999)",needs research
7009612,Mile 78,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.5718247499999, -77.45580888)",needs research
7009613,Mile 77,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.55906525, -77.45230926)",needs research
7009614,Mile 76,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.55105777, -77.4380415699999)",needs research
7009615,Mile 76,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.55074615, -77.4381982599999)",needs research
7009616,Mile 75,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.54068857, -77.4270384299999)",needs research
7009617,Mile 75,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.54065096, -77.42659272)",needs research
7009618,Mile 74,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.5267965199999, -77.4287271599999)",needs research
7009619,Mile 73,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.5128028099999, -77.42457503)",needs research
7009620,Mile 73,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.5127784399999, -77.42501832)",needs research
7009621,Mile 72,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.49872581, -77.42865675)",needs research
7009622,Mile 72,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.4986548799999, -77.4282884)",needs research
7009623,Mile 71,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.48508606, -77.43153988)",needs research
7009624,Mile 70,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.47083743, -77.42879055)",needs research
7009625,Mile 70,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.47087982, -77.42833532)",needs research
7009626,Mile 69,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.4569685299999, -77.42561437)",needs research
7009627,Mile 69,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:22 PM,"(37.4569829499999, -77.4251105099999)",needs research
7009585,Exit 193 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.54410459, -77.39353631)",complete
7009586,Exit 193 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5417557999999, -77.39019048)",complete
7009587,Exit 195,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.53063891, -77.3646889599999)",complete
7009588,Exit 195,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.53269043, -77.3568425299999)",complete
7009589,Exit 80,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5965222199999, -77.4660912899999)",complete
7009590,Exit 81,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.6056213999999, -77.4549667699999)",complete
7009591,Exit 82,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.60876169, -77.4512398699999)",complete
7009592,Exit 82,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.61690896, -77.4441537499999)",complete
7009593,Exit 17,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5814236499999, -77.4736063499999)",complete
7009594,Exit 17,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5745481299999, -77.4771032499999)",complete
7009595,Exit 16,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5689575899999, -77.4787821299999)",complete
7009596,Exit 14,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.56081601, -77.48805916)",complete
7009597,Exit 14,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5592503, -77.48880726)",complete
7009598,Exit 12,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5526784699999, -77.48563896)",complete
7009599,Exit 11,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5525443499999, -77.4857996)",complete
7009600,Mile 183,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.6100182699999, -77.5334016999999)",needs research
7009601,Mile 183,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.6094870299999, -77.53328639)",needs research
7009602,Mile 184,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.6058733699999, -77.5161243299999)",needs research
7009603,Mile 184,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.60528327, -77.5158224799999)",needs research
7009604,Mile 185,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.6012234, -77.49974099)",needs research
7009605,Mile 185,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.60079167, -77.50002571)",needs research
7009606,Mile 186,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5953482999999, -77.4836670699999)",needs research
7009607,Mile 186,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5950486099999, -77.4840106)",needs research
7009608,Mile 187,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5858053899999, -77.47163922)",needs research
7009609,Mile 79,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.58153387, -77.4692174999999)",needs research
7009610,Mile 79,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:21 PM,"(37.5814026299999, -77.4697049499999)",needs research
7009577,Exit 67 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.4476008999999, -77.4232188299999)",complete
7009578,Exit 67 A ,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.4376635699999, -77.42974787)",complete
7009579,Exit 192,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5584827899999, -77.41514411)",complete
7009580,Exit 192 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.55689172, -77.41235851)",complete
7009581,Exit 192 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5553307799999, -77.4092730999999)",complete
7009582,Exit 192,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5551986999999, -77.4079899399999)",complete
7009583,Exit 193 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.54572377, -77.39527628)",complete
7009584,Exit 193 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.54352489, -77.39246056)",complete
7009560,Exit 18,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.58862457, -77.47188988)",complete
7009561,Exit 18 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5851636499999, -77.4738066299999)",complete
7009562,Exit 18 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5840084399999, -77.4741693699999)",complete
7009563,Exit 78,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.57795919, -77.46612595)",complete
7009564,Exit 78,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5735643499999, -77.45902863)",complete
7009565,Exit 76,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5543585799999, -77.4462392599999)",complete
7009566,Exit 76,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.55098858, -77.43820777)",complete
7009567,Exit 75,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.54472804, -77.4281917299999)",complete
7009568,Exit 190,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.55087796, -77.42860163)",complete
7009569,Exit 74 C,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5420786, -77.4273371599999)",complete
7009570,Exit 74 C,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5381198099999, -77.4276472899999)",complete
7009571,Exit 74 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5368925499999, -77.42902345)",complete
7009572,Exit 74 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5299246, -77.42965682)",complete
7009573,Exit 73,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.5246818, -77.42834756)",complete
7009574,Exit 73,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.51786555, -77.4261159299999)",incomplete
7009575,Exit 69,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.4691599299999, -77.42818361)",complete
7009576,Exit 69,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:20 PM,"(37.4646790899999, -77.4254014499999)",complete
7009549,Exit 183 A ,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.60686708, -77.5264481699999)",complete
7009550,Exit 183 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.60627985, -77.52081228)",complete
7009551,Exit 183 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.60596522, -77.5182663399999)",complete
7009552,Exit 183 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.60557794, -77.51790633)",complete
7009553,Exit 183 C,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.60525616, -77.51111145)",complete
7009554,Exit 185 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.6032968, -77.50174522)",complete
7009555,Exit 185 B,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.59844591, -77.4969569499999)",complete
7009556,Exit 185,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.59679108, -77.48767316)",complete
7009557,Exit 186 A,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.5885757799999, -77.47885517)",complete
7009558,Exit 186 C,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.5866916499999, -77.4747395299999)",complete
7009559,Exit 186,3440: Signs,5000: Transportation-related facilities,waldrosr,06/25/2010 02:00:19 PM,"(37.58749009, -77.4720837499999)",complete
7001471,Baileys Island,,,waldrosr,06/25/2010 01:59:19 PM,"(37.5317003999999, -77.43636263)",needs research
7001640,Richmond Community High School,6125: Alternate education services,4210: Grade school,waldrosr,06/09/2010 12:55:10 PM,"(37.57110136, -77.4298571)",complete
