OBJECTID,Accident_ID,Date,Time,Street1,Distance,Measurement,Direction,Street2,StatePlaneX,StatePlaneY,Location 1
329,201212130229,12/13/2012,1245,BELVIDERE ST,80,Feet,N,CUMBERLAND ST,11787613,3722997,"(37.54310222, -77.449039754)"
245,201202130349,02/13/2012,1458,GRACE ST,None,None,None,HARRISON ST,11786398,3725853,"(37.550982492, -77.453120958)"
73,200909220459,09/22/2009,1620,FENTON ST,None,None,None,MAVERICK AVE,11802902,3715064,"(37.520837377, -77.396629336)"
115,201006170109,06/17/2010,651,8TH ST,None,None,None,BROAD ST,11791761,3722397,"(37.541326807, -77.434757008)"
126,201008260304,08/26/2010,1248,BROAD ST,45,Feet,W,DAVIS AVE,11782612,3729111,"(37.56004425, -77.466056881)"
298,201209060623,09/06/2012,2202,FLOYD AVE,None,None,None,ROBINSON ST,11780730,3726517,"(37.552976991, -77.472646617)"
435,201405230390,05/23/2014,1500,HOLLY ST,50,Feet,S,BELVIDERE ST,11787583,3720583,"(37.53647376, -77.449235895)"
411,201312210043,12/21/2013,57,ROBINSON ST,20,Feet,S,MAIN ST,11780554,3726106,"(37.551853552, -77.473269127)"
334,201301150354,01/15/2013,1724,BOULEVARD,None,None,None,PARK AVE,11780925,3728885,"(37.559474205, -77.471885027)"
238,201112220655,12/22/2011,1947,KENSINGTON AVE,None,None,None,BOULEVARD,11780743,3728456,"(37.55830152, -77.472528977)"
258,201204130162,04/13/2012,805,DOCK ST,None,None,None,PEAR ST,11795970,3716985,"(37.526332967, -77.420454346)"
183,201105240270,05/24/2011,1225,FOREST HILL AVE,None,None,None,ROANOKE ST,11780446,3713192,"(37.516391932, -77.474125738)"
487,201503260099,03/26/2015,810,W LEIGH ST,None,None,None,HANOCK ST,11790370,3724995,"(37.548504482, -77.439453673)"
429,201405060539,05/06/2014,2146,BROAD ST,None,None,None,MADISON ST,11788890,3724511,"(37.547220866, -77.444577104)"
332,201301050349,01/05/2013,1729,BELT BLVD,300,Feet,S,LORDLEY LANE,11779106,3709126,"(37.505265591, -77.4788973)"
471,201410280245,10/28/2014,1200,GRACE ST,None,None,None,HENRY ST,11788161,3724555,"(37.547364057, -77.447089812)"
265,201205080035,05/08/2012,125,BROAD ST,None,None,None,16TH ST,11793921,3720799,"(37.536871185, -77.427370157)"
82,200911120506,11/12/2009,2024,BROAD ROCK ROAD,None,None,None,SPAINE ST,11782044,3707603,"(37.500995345, -77.468826795)"
235,201111260581,11/26/2011,1824,BROAD ROCK ROAD,None,None,None,HULL ST,11783582,3710397,"(37.508622101, -77.463419562)"
148,201010200130,10/20/2010,845,ROYALL AVE,None,None,None,COMMERCE ROAD,11792268,3705807,"(37.49575115, -77.433654769)"
486,201503240361,03/24/2015,1625,CARY ST,100,Feet,E,14TH ST,11792463,3719921,"(37.534505395, -77.432432499)"
119,201006300298,06/30/2010,1208,CANAL ST,None,None,None,5TH ST,11789807,3721397,"(37.53864095, -77.441534704)"
386,201309010084,09/01/2013,211,GRACE ST,200,Feet,E,1ST ST,11789690,3723434,"(37.544238598, -77.441859458)"
95,201004140618,04/14/2010,1804,WARWICK ROAD,None,None,None,BROAD ROCK BLVD,11779308,3701051,"(37.48308356, -77.47850218)"
305,201209240387,09/24/2012,1700,BROAD ST,None,None,None,SHAFER ST,11787110,3725814,"(37.550853679, -77.450666564)"
253,201203180448,03/18/2012,1810,BROAD ROCK BLVD,None,None,None,JERVIE DR,11781546,3706193,"(37.497138057, -77.4705964)"
